"Event.Index","UTC.Timestamp","UTC.Date","Local.Timestamp","Local.Timezone","Local.Date","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","checkpoint.ck2j","checkpoint.l3jo","checkpoint.r1eg","branch.vth2","Randomise.questionnaire.elements.","Question.Key","Response"
"4",1619016763781,"21/04/2021 14:52:43",1619016762586,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-2","MA"
"5",1619016763781,"21/04/2021 14:52:43",1619016762586,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-2-quantised","4"
"6",1619016763781,"21/04/2021 14:52:43",1619016762586,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-3","MA"
"7",1619016763781,"21/04/2021 14:52:43",1619016762587,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-3-quantised","4"
"8",1619016763781,"21/04/2021 14:52:43",1619016762587,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-4","MA"
"9",1619016763781,"21/04/2021 14:52:43",1619016762587,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-4-quantised","4"
"10",1619016763781,"21/04/2021 14:52:43",1619016762588,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-5","MA"
"11",1619016763781,"21/04/2021 14:52:43",1619016762588,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-5-quantised","4"
"12",1619016763781,"21/04/2021 14:52:43",1619016762588,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-6","N"
"13",1619016763781,"21/04/2021 14:52:43",1619016762588,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-6-quantised","3"
"14",1619016763781,"21/04/2021 14:52:43",1619016762589,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-7","N"
"15",1619016763781,"21/04/2021 14:52:43",1619016762593,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-7-quantised","3"
"16",1619016763781,"21/04/2021 14:52:43",1619016762594,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-8","N"
"17",1619016763781,"21/04/2021 14:52:43",1619016762594,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-8-quantised","3"
"18",1619016763781,"21/04/2021 14:52:43",1619016762594,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-9","MD"
"19",1619016763781,"21/04/2021 14:52:43",1619016762595,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-9-quantised","2"
"20",1619016763781,"21/04/2021 14:52:43",1619016762595,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-10","MA"
"21",1619016763781,"21/04/2021 14:52:43",1619016762595,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-10-quantised","4"
"22",1619016763781,"21/04/2021 14:52:43",1619016762596,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-1","MA"
"23",1619016763858,"21/04/2021 14:52:43",1619016762596,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-2","MD"
"24",1619016763858,"21/04/2021 14:52:43",1619016762596,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-3","SD"
"25",1619016763858,"21/04/2021 14:52:43",1619016762597,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-4","SD"
"26",1619016763858,"21/04/2021 14:52:43",1619016762597,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-5","MD"
"27",1619016763858,"21/04/2021 14:52:43",1619016762597,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-6","MD"
"28",1619016763858,"21/04/2021 14:52:43",1619016762598,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-7","SD"
"29",1619016763858,"21/04/2021 14:52:43",1619016762598,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-8","SD"
"30",1619016763858,"21/04/2021 14:52:43",1619016762599,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Trade-Offs-1","SD"
"31",1619016763858,"21/04/2021 14:52:43",1619016762600,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Trade-Offs-2","MD"
"32",1619016763858,"21/04/2021 14:52:43",1619016762601,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Trade-Offs-3","MD"
"33",1619016763858,"21/04/2021 14:52:43",1619016762601,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Trade-Offs-4","N"
"34",1619016763858,"21/04/2021 14:52:43",1619016762602,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Trade-Offs-5","N"
"35",1619016763858,"21/04/2021 14:52:43",1619016762602,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Trade-Offs-6","MD"
"36",1619016763858,"21/04/2021 14:52:43",1619016762602,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Nurturance-1","MA"
"37",1619016763858,"21/04/2021 14:52:43",1619016762602,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Nurturance-2","N"
"38",1619016763858,"21/04/2021 14:52:43",1619016762603,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Nurturance-3","MA"
"39",1619016763858,"21/04/2021 14:52:43",1619016762603,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Nurturance-4","MA"
"40",1619016763858,"21/04/2021 14:52:43",1619016762603,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Nurturance-5","MA"
"41",1619016763858,"21/04/2021 14:52:43",1619016762604,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_Nurturance-6","MA"
"42",1619016763858,"21/04/2021 14:52:43",1619016762604,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_FemaleRoleBeliefs-1","N"
"43",1619016763937,"21/04/2021 14:52:43",1619016762605,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_FemaleRoleBeliefs-2","MD"
"44",1619016763937,"21/04/2021 14:52:43",1619016762605,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_FemaleRoleBeliefs-3","N"
"45",1619016763937,"21/04/2021 14:52:43",1619016762605,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_FemaleRoleBeliefs-4","MD"
"46",1619016763937,"21/04/2021 14:52:43",1619016762606,1,"21/04/2021 15:52:42",37327,9,"questionnaire-7w8d",NA,12081528,3649546,NA,"complete",NA,"608036cb642422ebaef8745f","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","END QUESTIONNAIRE","215962"
"1",1619016449789,"21/04/2021 14:47:29",1619016449683,1,"21/04/2021 15:47:29",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","BEGIN QUESTIONNAIRE",""
"2",1619016613728,"21/04/2021 14:50:13",1619016613503,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-1","MA"
"3",1619016613853,"21/04/2021 14:50:13",1619016613504,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-1-quantised","4"
"4",1619016613853,"21/04/2021 14:50:13",1619016613504,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-2","MA"
"5",1619016613853,"21/04/2021 14:50:13",1619016613504,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-2-quantised","4"
"6",1619016613853,"21/04/2021 14:50:13",1619016613504,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-3","N"
"7",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-3-quantised","3"
"8",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-4","MA"
"9",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-4-quantised","4"
"10",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-5","MA"
"11",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-5-quantised","4"
"12",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-6","N"
"13",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-6-quantised","3"
"14",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-7","MD"
"15",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-7-quantised","2"
"16",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-8","Strongly Disagree"
"17",1619016613853,"21/04/2021 14:50:13",1619016613505,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-8-quantised","1"
"18",1619016613853,"21/04/2021 14:50:13",1619016613506,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-9","MD"
"19",1619016613853,"21/04/2021 14:50:13",1619016613506,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-9-quantised","2"
"20",1619016613853,"21/04/2021 14:50:13",1619016613506,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-10","MD"
"21",1619016613853,"21/04/2021 14:50:13",1619016613506,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_PositiveExposure-10-quantised","2"
"22",1619016613853,"21/04/2021 14:50:13",1619016613506,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-1","MA"
"23",1619016613953,"21/04/2021 14:50:13",1619016613506,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-2","MD"
"24",1619016613953,"21/04/2021 14:50:13",1619016613507,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-3","MD"
"25",1619016613953,"21/04/2021 14:50:13",1619016613507,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-4","MA"
"26",1619016613953,"21/04/2021 14:50:13",1619016613507,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-5","SA"
"27",1619016613953,"21/04/2021 14:50:13",1619016613507,1,"21/04/2021 15:50:13",37327,9,"questionnaire-7w8d",NA,12081450,3649594,NA,"complete",NA,"6080384b1f4a1b985c6f1143","computer","Desktop or Laptop","Mac OS 10.14.6","1440x900","1440x821","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires",NA,"No","ATB_NegativeExposure-6","SA"
